dwarfs_X,dwarfs_Y,main_X,main_Y,supergiant_X,supergiant_Y,giant_X,giant_Y,subgiant_X,subgiant_Y
-0.09759110738861665,10.804299191466459,-0.18413951120162975,-2.0843141769237548,-0.07436338712204371,-11.971920557614691,0.11994947516841559,-1.6958735499867128,-0.07618792104026362,-2.4544671566457037
-0.05718235939213567,11.462982378464531,-0.16144979452632624,-1.452998998698984,-0.06518705476864128,-11.369471205111804,0.19749216669277736,-1.0014929602408547,-0.05794258185806078,-1.8876875940848272
-0.055661914460285455,10.703288762950496,-0.15449083503055028,-0.9407251099501117,-0.02496062256715592,-11.957246217874914,0.24614640451198455,-0.6222190737625048,-0.035135907880307515,-0.5457963571123283
-0.00320656431145272,11.318606216240145,-0.1312280275732418,-0.5168626700906138,-0.017610779455296877,-11.323104009470224,0.29733471721760885,-0.2555494554148545,-0.04425857747140882,-1.393371114849904
0.04316700610997937,12.318926768794825,-0.11789155345672708,-0.010502839938769881,0.005612016293278677,-11.0253236518197,0.3495366598777998,-0.06075622066766684,0.0042356135128669425,-0.06919927109014523
0.05609078803070622,11.59704595767289,-0.09929868400438702,0.45258124501904007,0.02598597838007155,-11.719475073054092,0.39515000783330656,0.05382803506597256,0.015038774870750116,-0.6280524540543979
0.0720554598151335,12.092049942442216,-0.08531059063136492,-0.669302786118509,0.05296987474953996,-11.258153690255913,0.4529269152436153,0.1875791117586978,0.051529453235155565,0.07654560924620668
0.14693737270875729,12.850311254759582,-0.07565129341725751,0.9402046556690529,0.06380996999240729,-10.79924010108371,0.5031015979946729,0.3185176658106812,0.06795025849913805,-0.27479961037810696
0.19293083189722648,12.989658358643037,-0.07162658624471296,-0.18179886172447723,0.10170413598621297,-11.524265168286055,0.5708700006714256,0.41525951600865696,0.08292216918100426,0.48978742688078825
0.20813528121572866,13.388096089866028,-0.05172257986412809,0.2794548513560322,0.1139846527434647,-11.12169782506521,0.6467836440545194,0.564644647126542,0.11538814037286493,0.058203070284893244
0.2481736644211181,12.979586848996213,-0.03272108357678083,1.2140947281241417,0.11272736174212716,-10.602114887857194,0.7995883597054669,0.5625821305233352,0.12856532978223378,0.592374037014082
0.2531404511984956,13.594387036217118,-0.02715357198809376,0.7138333480917431,0.1610014883283719,-11.31176345765276,0.8497630424565246,0.5625821305233352,0.15157472975090047,0.9943356061276916
0.2659121886260374,13.365653944921625,0.016124806964928684,1.4278569531062253,0.1610014883283719,-10.879145391755138,0.8999377252075822,0.5625821305233352,0.17924682751057452,0.5082066928024638
0.32435429069403066,13.76096655798155,0.06416084189975746,1.4740558140168538,0.1578436411622215,-10.439810696697252,0.9501124079586394,0.5625821305233352,0.19726409995299976,1.047273532276634
0.34345488015039893,13.510766720218587,0.09660617356765622,1.899578187424801,0.20914891117029555,-11.140460822057198,1.000287090709697,0.5625821305233352,0.24375713390479148,0.98539803418047
0.37959468660745443,13.821013036374758,0.14332631599561285,1.9143898875409562,0.21085036145117586,-10.717394833714932,1.0504617734607546,0.5625821305233352,0.26526056936953,1.2108016343879306
0.41111467961773407,14.144253962631712,0.18212767053934353,2.222365228576624,0.20775516998276622,-10.366546027248221,1.1006364562118118,0.5625821305233352,0.30864469355277535,1.1259748237147384
0.40959423468588385,13.618312228814304,0.23124604417985228,2.161720003542019,0.25815791947360145,-10.956037826213446,1.1508111389628695,0.5325818890221647,0.3508970579747186,1.2888050818625452
0.45748825003916593,14.196406168169915,0.27678921775388887,2.4220201758747777,0.26977177960688814,-10.387253039177228,1.200985821713927,0.46508134564452774,0.39391464632617845,1.3695417515274961
0.5039309315938638,14.473586970896797,0.2978415321948922,2.634473809197978,0.3044762009884203,-10.60252858166361,1.2511605044649843,0.369455575859547,0.426572536424878,1.6935287346143646
0.565249784584051,14.462139334100765,0.34965829547234795,2.6754241388470774,0.34915654864483736,-10.151086703520502,1.301335187216042,0.2494546098548618,0.46868425362824495,2.2341580866667208
0.6171349678834399,14.660195615948727,0.39471559499563535,3.0120661345207544,0.38704096819677214,-10.693316680230332,1.3515098699670995,0.1275786287563534,0.46661091963026746,1.614465598158155
0.6655552910977474,14.808754504151647,0.4374690584364713,3.585314796776764,0.40275223249255787,-10.30768394626713,1.4016845527181567,0.022577783502253368,0.5167856023813249,2.0344689791745516
0.7209053344822178,14.60316390684494,0.516500518956603,4.188744133534048,0.4529269152436153,-10.342230780490702,1.4518592354692144,-0.09367315231478557,0.5132378975403411,2.5643690781900297
0.764400919854076,14.77626797889969,0.5623989503368316,4.588239536961755,0.4871369262102454,-10.143254051182137,1.502033918220272,-0.1986739975688856,0.5543129477447193,2.840725469518528
0.8018690271032425,15.08785530859824,0.608663917548846,4.68024920620865,0.4962595958013467,-10.723680598600893,1.5522086009713292,-0.29617478244768947,0.5751706877643736,2.554973169219874
0.8953763904120315,14.93574470911183,0.6301673530135845,5.00730541043124,0.5473465455115143,-10.157004161870173,1.6023832837223868,-0.42930085410913854,0.6024373335422208,2.9447888072257165
0.9460072066426439,15.200262463472942,0.6764323202255988,5.046735874904289,0.5874862917123604,-10.20719206588151,1.6525579664734444,-0.6261774389605748,0.647011710794297,3.055133445497212
0.9751997493341682,15.134261932170364,0.6940260401512941,5.419808731072344,0.8201143662854451,-10.67813335694677,1.7027326492245016,-0.8455542049378888,0.6921689252702483,3.143821659435048
1.0604967100109663,15.387951474364641,0.7396068071439756,5.407433631453113,0.9051506792596398,-10.26857648859596,1.730100657997806,-0.9636801558487509,0.7382384067053105,3.1747594084831334
1.1029171236095874,15.37727058481233,0.7719352675074409,5.77817099087931,0.9440306282312385,-10.703571061719638,0.7259615384615385,0.5652173913043548,0.7904656901143656,3.202603382626407
1.1743780354065476,15.481452227043292,0.8180509053065055,5.731641598461753,0.9820417515274944,-10.183025204672232,0.043269230769230616,-2.2608695652173836,0.8406403728654233,3.202603382626407
1.2055471565094777,15.680828832019827,0.8403362838790531,6.141002036659874,0.986603086323045,-10.693883483734885,0.08653846153846145,-1.9565217391304266,0.8908150556164804,3.1726031411252364
,,0.8866503586292389,6.092816866161801,1.0322164342785516,-10.295630277806836,0.033653846153846256,-2.7826086956521667,0.9409897383675381,3.1613530505622975
,,0.9358202255992476,6.2633780217834065,1.0386783252389151,-10.618893296732479,0.014423076923076872,-3.2608695652173836,0.9911644211185957,3.1351028392487734
,,0.971905451981826,6.558776233064727,1.0869524518251599,-10.584693988690834,-0.009615384615384803,-3.9565217391304266,1.0185324298918996,3.0788523864340753
,,1.0205850305498976,6.653193659789249,1.0967267406727685,-10.200808085919206,,,-0.09615384615384626,-2.9565217391304266
,,1.061637043709854,6.982165058000529,1.1392877668477943,-10.570003727107538,,,-0.11057692307692313,-3.6521739130434696
,,1.111625126401093,7.143093436803163,1.1639249765000776,-10.189273952891162,,,-0.125,-4.260869565217382
,,1.16101984064815,7.28512349170607,1.1891263512454946,-10.701033838914109,,,,
,,1.209757619397678,7.3212374990634075,1.2116289362368786,-10.25187992561763,,,,
,,1.2072058237078596,7.7082646530835675,1.2403273343255512,-10.795037943859018,,,,
,,1.2602831740560856,7.485637860943626,1.2905320258581587,-10.847179595584187,,,,
,,1.2585288145193354,7.9178336478008795,1.3028556321478921,-10.540632250066402,,,,
,,1.3085573006423308,7.794834794415422,1.3410456313184833,-10.950810184341147,,,,
,,1.3143675723461874,8.218938406851272,1.3880005483315052,-10.993526520853614,,,,
,,1.359290970500686,8.101300817714844,1.4392612631767407,-11.082190181022368,,,,
,,1.367094430518564,8.588274837341292,1.442736565878113,-10.672977065438756,,,,
,,1.41403816778944,8.898586735145663,1.487008344776105,-11.19497575280886,,,,
,,1.407766332445558,8.379520056672273,1.4929112486291702,-10.900885150092968,,,,
,,1.4573328372238754,9.211734047640132,1.5420723014256612,-11.257471353936054,,,,
,,1.4723852420491925,9.831302576817496,1.5275773930753556,-10.892635083680144,,,,
,,1.5132299218093508,10.216253592329917,1.5886992793357353,-11.312346795681947,,,,
,,1.502033918220272,9.640601636917935,1.6069446185179375,-10.984564395137305,,,,
,,1.5371211089552779,10.616101476846012,1.643150213457621,-11.503283228548646,,,,
,,1.5476472661757785,11.202589657309833,1.6525579664734444,-11.161449747631263,,,,
,,1.5727346075513073,11.122667138935618,1.6822066426445235,-11.702983124818143,,,,
,,1.6023832837223868,11.715640662357206,1.6913293122356252,-11.176574869388105,,,,
,,1.6206286229045894,12.064549721066143,1.7255393232022553,-11.812517488709808,,,,
,,1.68996091179696,12.879931284866728,0.591346153846154,-10.6086956521739,,,,
,,1.7307692307692306,13.26086956521739,0.6298076923076923,-10.6086956521739,,,,
,,1.7644230769230769,13.478260869565219,0.6682692307692306,-10.304347826086945,,,,
,,1.7980769230769231,13.869565217391305,0.721153846153846,-10.304347826086945,,,,
,,1.8365384615384615,14.086956521739133,0.6971153846153844,-10.565217391304337,,,,
,,1.8605769230769227,14.34782608695652,0.7740384615384615,-10.304347826086945,,,,
,,1.8990384615384615,14.869565217391305,0.8365384615384615,-10.304347826086945,,,,
,,1.9326923076923073,15.130434782608695,0.7644230769230769,-10.565217391304337,,,,
,,1.966346153846154,15.304347826086953,0.9134615384615385,-10.6086956521739,,,,
,,1.9999999999999998,15.60869565217391,1.278846153846154,-10.478260869565204,,,,
,,1.8701923076923073,14.521739130434781,,,,,,
,,1.8221153846153844,14.217391304347828,,,,,,
,,1.7644230769230769,13.826086956521738,,,,,,
,,1.7019230769230764,13.304347826086953,,,,,,
,,1.663461538461538,12.826086956521742,,,,,,
,,1.596153846153846,11.695652173913043,,,,,,
,,1.658653846153846,12.391304347826086,,,,,,
,,2.0048076923076925,15.478260869565219,,,,,,
,,2.028846153846154,15.521739130434781,,,,,,
,,-0.20192307692307687,-2.6521739130434696,,,,,,
,,-0.22115384615384626,-3.2173913043478173,,,,,,
,,-0.22596153846153855,-3.5217391304347743,,,,,,
,,-0.22596153846153855,-3.999999999999991,,,,,,
,,-0.23076923076923084,-4.8260869565217295,,,,,,
,,-0.24038461538461542,-4.999999999999989,,,,,,
,,-0.2500000000000002,-4.565217391304339,,,,,,
,,-0.22596153846153855,-4.08695652173912,,,,,,
,,-0.22596153846153855,-4.391304347826079,,,,,,
,,-0.004807692307692291,1.6521739130434838,,,,,,
,,0.024038461538461453,1.9565217391304408,,,,,,
,,0.07692307692307687,2.1304347826087024,,,,,,
,,0.11538461538461542,2.347826086956527,,,,,,
,,0.17307692307692313,2.434782608695656,,,,,,
,,0.23076923076923084,2.478260869565222,,,,,,
,,0.23557692307692313,2.739130434782613,,,,,,
,,0.3125,2.8695652173913118,,,,,,
,,0.34615384615384603,3.2173913043478315,,,,,,
,,0.40384615384615374,3.5652173913043548,,,,,,
,,0.4230769230769229,3.956521739130441,,,,,,
,,0.47115384615384603,4.2173913043478315,,,,,,
,,0.5240384615384612,4.652173913043484,,,,,,
,,0.596153846153846,5.086956521739136,,,,,,
,,0.6634615384615381,5.3043478260869605,,,,,,
,,0.7403846153846152,5.69565217391305,,,,,,
,,0.8317307692307689,5.956521739130437,,,,,,
,,0.4807692307692306,4.565217391304351,,,,,,
,,0.4134615384615383,4.0000000000000036,,,,,,
,,0.38942307692307687,3.5217391304347885,,,,,,
,,0.32211538461538436,3.0000000000000036,,,,,,
,,0.27884615384615374,3.0000000000000036,,,,,,
,,0.15865384615384603,2.478260869565222,,,,,,
,,0.07211538461538458,2.3043478260869605,,,,,,
,,-0.024038461538461453,1.5652173913043512,,,,,,
,,-0.05769230769230771,0.8695652173913082,,,,,,
,,-0.09134615384615397,-0.21739130434782084,,,,,,
,,-0.12019230769230771,-1.391304347826079,,,,,,
,,-0.15865384615384626,-2.1739130434782545,,,,,,
,,-0.1923076923076925,-3.1739130434782528,,,,,,
,,-0.20192307692307687,-3.7391304347825987,,,,,,
,,-0.20673076923076938,-4.043478260869556,,,,,,
,,-0.20673076923076938,-2.9565217391304266,,,,,,
,,-0.19711538461538458,-2.2608695652173836,,,,,,
,,-0.15865384615384626,-1.2608695652173836,,,,,,
,,-0.0721153846153848,0.08695652173913615,,,,,,
,,0.07211538461538458,1.6956521739130501,,,,,,
,,0.16826923076923062,2.086956521739136,,,,,,
,,0.3605769230769229,2.9130434782608745,,,,,,
,,0.7788461538461535,5.39130434782609,,,,,,
,,1.3798076923076923,8.26086956521739,,,,,,
,,1.461538461538461,9.173913043478262,,,,,,
,,1.4855769230769227,9.695652173913047,,,,,,
,,1.538461538461538,10.65217391304348,,,,,,
,,1.581730769230769,11.565217391304351,,,,,,
,,1.6538461538461535,12.478260869565219,,,,,,
,,1.6923076923076918,13,,,,,,
,,1.7884615384615385,13.869565217391305,,,,,,
,,1.903846153846154,14.826086956521738,,,,,,
,,1.9951923076923073,15.434782608695652,,,,,,
,,2.0480769230769225,15.565217391304348,,,,,,
,,1.4326923076923077,8.73913043478261,,,,,,
,,1.456730769230769,8.869565217391305,,,,,,
,,0.4663461538461535,4.1304347826087024,,,,,,
